Dosja,Arkiva,Fondi,Viti,Dosja,Faqja,Titulli,Anglisht,Citimi ,Shenime,,,,
"AQSH, F. 490, Y. 1965, Folder 1025. Ministry of Education and Culture to the Council of Ministers,",AQSH,490,1965,1025,1-5,"Kerkese e Universitetit te Tiranes per nje qender llogaritese elektronike drejtuar Kryetarit te Keshillit te Ministrave, dt. 19.05.1965.","Request of the University of Tirana to the Council of Ministers for a computing center, 19.05.1965.","AQSH, F.490, V.1965, D.1025, Fl.1-5. Document title: Kerkese e Universitetit te Tiranes per nje qender llogaritese elektronike drejtuar Kryetarit te Keshillit te Ministrave, dt. 19.05.1965.[Request of the University of Tirana to the Council of Ministers for a computing center, 19.05.1965..]",,,,,
" AQSH, F. 490, Y. 1965, Folder 1025. Ministry of Education and Culture to the Council of Ministers, ",AQSH,490,1965,1025,1-5,Universiteti Shteteror i Tiranes derguar Kryeministrise. 7.5.1965,University of Tirana to Council of Ministers 7.5.1965,"AQSH, F.490, V.1965, D.1025, Fl.1-5. Document title: Universiteti Shteteror i Tiranes derguar Kryeministrise. 7.5.1965[University of Tirana to Council of Ministers 7.5.1965.]",,,,,
490_1965_893,AQSH,490,1965,893,1-2,"Korrespondencë e Aparatit të Këshillit të Ministrave me Ministrisë Arsimit, mbi hedhjen e hapave të para në vendin tonë në fushën e kibernetikës dhe dërgimi i dy specialistëve në Republikën Popullore të Kinës për këtë qëllim. 28.09.1965-04.10.1965",Council of Ministers to the Ministry of Education and Culture on the first developments in our country in the field of cybernetics and the sending of two specialist to the Popular Republic of China for this purpose. 28.09.1965-04.10.1965,"AQSH, F.490, V.1965, D.893, Fl.1-2. Document title: Korrespondencë e Aparatit të Këshillit të Ministrave me Ministrisë Arsimit, mbi hedhjen e hapave të para në vendin tonë në fushën e kibernetikës dhe dërgimi i dy specialistëve në Republikën Popullore të Kinës për këtë qëllim. 28.09.1965-04.10.1965[Council of Ministers to the Ministry of Education and Culture on the first developments in our country in the field of cybernetics and the sending of two specialist to the Popular Republic of China for this purpose. 28.09.1965-04.10.1965.]",,,,,
MPJ 340_1965,MEPJ,MPJ,1965,340,1,"Qarkore  e Ministrise se Puneve te Jashtme, dt. 23.6.1965","Circular of Ministry of Foreign Affairs, 23 June 1965","MEPJ, F.MPJ, V.1965, D.340, Fl.1. Document title: Qarkore  e Ministrise se Puneve te Jashtme, dt. 23.6.1965[Circular of Ministry of Foreign Affairs, 23 June 1965.]",,,,,
495_1965_131,AQSH,495,1966,131,,"Anuari statistikor punuar nga Komisioni me te dhena mbi nivelin e jeteses per vitet 1938, 1950, 1955, 1960, 1965, 1966 (Sekret)","Statistical yearbook produced by the Commission with data on the living standards for the years 1938, 1950, 1955, 1960, 1965, 1966 (Secret)","AQSH, F.495, V.1966, D.131, Fl.. Document title: Anuari statistikor punuar nga Komisioni me te dhena mbi nivelin e jeteses per vitet 1938, 1950, 1955, 1960, 1965, 1966 (Sekret)[Statistical yearbook produced by the Commission with data on the living standards for the years 1938, 1950, 1955, 1960, 1965, 1966 (Secret).]",,,,,
14_str_1966_177,AQSH,14-STR,1966,177,,"Letra, deklarata, mesazhe derguar nga filozofi Bertrand Russell …","Letters, statements, and messages from the philosoph Bertrand Russell …","AQSH, F.14-STR, V.1966, D.177, Fl.. Document title: Letra, deklarata, mesazhe derguar nga filozofi Bertrand Russell …[Letters, statements, and messages from the philosoph Bertrand Russell ….]",,,,,
511_1969_9,AQSH,511,1966,9,30,"Ndertimi organizativ dhe detyrat e shoqerise kineze ""Per Sporting dhe Mbrojtjen"".","Organizational structure and the duties of the Chinese association ""For Defense and Sports"".","AQSH, F.511, V.1966, D.9, Fl.30. Document title: Ndertimi organizativ dhe detyrat e shoqerise kineze ""Per Sporting dhe Mbrojtjen"".[Organizational structure and the duties of the Chinese association ""For Defense and Sports""..]",,,,,
511_1969_9,AQSH,511,1966,9,6,Plani dhe programi i seminarit 6 ditor me shefat e aresimit dhe kultures te rretheve (tetor ose dhjetor 1966).,Schedule and program of the 6 day seminar with the heads of education districts (October or November 1966),"AQSH, F.511, V.1966, D.9, Fl.6. Document title: Plani dhe programi i seminarit 6 ditor me shefat e aresimit dhe kultures te rretheve (tetor ose dhjetor 1966).[Schedule and program of the 6 day seminar with the heads of education districts (October or November 1966).]",,,,,
511_1969_9,AQSH,511,1966,9,28-29,Orientim mbi programet mesimore te edukimit fizik ne shkolla,Guidelines on the physical fitness lesson plans at schools,"AQSH, F.511, V.1966, D.9, Fl.28-29. Document title: Orientim mbi programet mesimore te edukimit fizik ne shkolla[Guidelines on the physical fitness lesson plans at schools.]",,,,,
511_1969_9,AQSH,511,1966,9,48-75,Report: Te forcojme edukaten e punes ne shkolla … Dt. 25-26.8.1966,Report: Strengthening the work ethic at schools … On 25-26.08.1966,"AQSH, F.511, V.1966, D.9, Fl.48-75. Document title: Report: Te forcojme edukaten e punes ne shkolla … Dt. 25-26.8.1966[Report: Strengthening the work ethic at schools … On 25-26.08.1966.]",,,,,
495_1966_124,AQSH,495,1966,124,21-22,Njoftim mbi plotesimin e planit te regjistrimit te nxenesve ne vitin shkollor 1966-1977,Announcement on the fulfillment of the enrolment's plan … 1966-67,"AQSH, F.495, V.1966, D.124, Fl.21-22. Document title: Njoftim mbi plotesimin e planit te regjistrimit te nxenesve ne vitin shkollor 1966-1977[Announcement on the fulfillment of the enrolment's plan … 1966-67.]",,,,,
495_1967_97,AQSH,495,1967,97,16-18,Njoftim: Mbi plotesimin e planit te regjistrimit te nxenesve ne shkollat e dites per vitin shkollor 1967-1968,Announcement: On the fulfillment of enrollments' plan for the full-time schools in the school year 1967-68.,"AQSH, F.495, V.1967, D.97, Fl.16-18. Document title: Njoftim: Mbi plotesimin e planit te regjistrimit te nxenesve ne shkollat e dites per vitin shkollor 1967-1968[Announcement: On the fulfillment of enrollments' plan for the full-time schools in the school year 1967-68..]",,,,,
MPJ_1967_74,MEPJ,MPJ,1967,74,13-16,"Ambasada ne Kine derguar Ministrise se Puneve te Jashtme, 18.08.1967","Embassy to China to Ministry of Foreign Affairs, 18.08.1967","MEPJ, F.MPJ, V.1967, D.74, Fl.13-16. Document title: Ambasada ne Kine derguar Ministrise se Puneve te Jashtme, 18.08.1967[Embassy to China to Ministry of Foreign Affairs, 18.08.1967.]",,,,,
811_1967_356,AQSH,811,1967,356,1-7,Diskutim ne Keshillin e Ministrave dt. 25.12.1967 … ,"Discussion at the Council of Ministers, 25 December 1967 …","AQSH, F.811, V.1967, D.356, Fl.1-7. Document title: Diskutim ne Keshillin e Ministrave dt. 25.12.1967 … [Discussion at the Council of Ministers, 25 December 1967 ….]",,,,,
495_1967_101,AQSH,495,1967,101,,Te dhena statistikore mbi numrin e studenteve qe kane mbaruar shkollat e larta … ,Data on graduated students … ,"AQSH, F.495, V.1967, D.101, Fl.. Document title: Te dhena statistikore mbi numrin e studenteve qe kane mbaruar shkollat e larta … [Data on graduated students … .]",,,,,
14str_1968_280_1_rev_cult_3,AQSH,14-APSTR,1968,280/1,1-7,Informacion,Information,"AQSH, F.14-APSTR, V.1968, D.280/1, Fl.1-7. Document title: Informacion[Information.]",,,,,
14str_1968_277_2_rev_cult_2,AQSH,14-APSTR,1968,277/2,5,Ministria e Arsimit dhe Kultures derguar Komitetit Qendror te Partise. 2.10.1970,"Ministry of Education and Culture to Central Committee of PPS, 2.10.1970","AQSH, F.14-APSTR, V.1968, D.277/2, Fl.5. Document title: Ministria e Arsimit dhe Kultures derguar Komitetit Qendror te Partise. 2.10.1970[Ministry of Education and Culture to Central Committee of PPS, 2.10.1970.]",,,,,
14str_1968_280_2_rev_cult_2,AQSH,14-APSTR,1968,280,11-12,"BRPSH - Agim Mero derguar Komitetit Qendror te PPSH, dt. 18.10.1968","Youth organization: Agim Mero to Central Committe of PPSH, 18.10.1968","AQSH, F.14-APSTR, V.1968, D.280, Fl.11-12. Document title: BRPSH - Agim Mero derguar Komitetit Qendror te PPSH, dt. 18.10.1968[Youth organization: Agim Mero to Central Committe of PPSH, 18.10.1968.]",,,,,
14_ap_1968_5,AQSH,14-APOU,1968,5,,"Keshilli i Ministrave derguar Byrose Politike te PPSH, dt. 12.05.1968","Council of Ministers to Politburo, 12 May 1968","AQSH, F.14-APOU, V.1968, D.5, Fl.. Document title: Keshilli i Ministrave derguar Byrose Politike te PPSH, dt. 12.05.1968[Council of Ministers to Politburo, 12 May 1968.]",,,,,
14_ap_1968_5,AQSH,14-APOU,1968,5,46-129,"Enver Hoxha, ""Per revolucionarizimin e metejshem te shkolles"", Mbledhje e Burose Politike, dt. 07.03.1968","Enver Hoxha, On the revolutionization of school, meeting at Politburo. 7 March 1968","AQSH, F.14-APOU, V.1968, D.5, Fl.46-129. Document title: Enver Hoxha, ""Per revolucionarizimin e metejshem te shkolles"", Mbledhje e Burose Politike, dt. 07.03.1968[Enver Hoxha, On the revolutionization of school, meeting at Politburo. 7 March 1968.]",,,,,
14str_1968_307,AQSH,14-APSTR,1968,307,3,"Universiteti i Tiranes derguar K.Q. PPSH. Informacion per studenten kamerunaze, dt. 8.1.1968","University of Tirana to Central Committee of PPSH, 8 January 1968","AQSH, F.14-APSTR, V.1968, D.307, Fl.3. Document title: Universiteti i Tiranes derguar K.Q. PPSH. Informacion per studenten kamerunaze, dt. 8.1.1968[University of Tirana to Central Committee of PPSH, 8 January 1968.]",,,,,
14str_1968_307,AQSH,14-APSTR,1968,307,8-11,"Relacion mbi pregatitjen politiko-luftarake te toges speciale (Indonezianeve), Janar 1968","Report on the political-military training of the special unit (Indonesian), January 1968","AQSH, F.14-APSTR, V.1968, D.307, Fl.8-11. Document title: Relacion mbi pregatitjen politiko-luftarake te toges speciale (Indonezianeve), Janar 1968[Report on the political-military training of the special unit (Indonesian), January 1968.]",,,,,
14str_1968_307,AQSH,14-APSTR,1968,307,22-23,"Universiteti i Tiranes, Informacion, dt. 5.01.1968","University of Tirana, Information. 5 January 1968","AQSH, F.14-APSTR, V.1968, D.307, Fl.22-23. Document title: Universiteti i Tiranes, Informacion, dt. 5.01.1968[University of Tirana, Information. 5 January 1968.]",,,,,
14str_1968_307,AQSH,14-APSTR,1968,307,24-26,"Disa propozime lidhur me qendrimin e studenteve te huaj ne vendin tone, dt. 24.02.1968","A few proposals on the conduct of foreign students in our country, 24 February 1968","AQSH, F.14-APSTR, V.1968, D.307, Fl.24-26. Document title: Disa propozime lidhur me qendrimin e studenteve te huaj ne vendin tone, dt. 24.02.1968[A few proposals on the conduct of foreign students in our country, 24 February 1968.]",,,,,
14str_1968_307,AQSH,14-APSTR,1968,307,33-42,,,"AQSH, F.14-APSTR, V.1968, D.307, Fl.33-42. Document title: [.]",,,,,
mpj_1968_360,MEPJ,MPJ,1968,360,201-231,"Mbi vizitën e grupit të punonjësve shkencorë të Universitetit Shtetëror të Tiranës në Kosovë
me rastin e Simpoziumit kushtuar Skënderbeut","On the visit of the group of scientific workers of the State University of Tirana in Kosovo on
the occasion of Symposium devoted to Skanderbeg","MEPJ, F.MPJ, V.1968, D.360, Fl.201-231. Document title: Mbi vizitën e grupit të punonjësve shkencorë të Universitetit Shtetëror të Tiranës në Kosovë
me rastin e Simpoziumit kushtuar Skënderbeut[On the visit of the group of scientific workers of the State University of Tirana in Kosovo on
the occasion of Symposium devoted to Skanderbeg.]",,,,,
511_1968_22,AQSH,511,1968,22,1-10,Udhezim: Disa orientime mbi organizimin e punes per ngritjen e ideologjike te arsimtareve. dt. 21.5.1968,Guideline: Some guidelines on the organization of work to increase the ideological awareness of teachers. On 21 May 1968,"AQSH, F.511, V.1968, D.22, Fl.1-10. Document title: Udhezim: Disa orientime mbi organizimin e punes per ngritjen e ideologjike te arsimtareve. dt. 21.5.1968[Guideline: Some guidelines on the organization of work to increase the ideological awareness of teachers. On 21 May 1968.]",,,,,
495,AQSH,495,1969,109,1-27,Regjistra statistikore punuar nga ana e ketij Komisioni me te dhena mbi regjistrimet e nxenesve dhe studenteve ne shkollat e te gjithe kategorive me e pa shkeputje nga puna sipas kom. Ekzekutive te rretheve.,"Statistical records processed by the Commission on pupils and students in all categories of schools, full-time and part-time. ","AQSH, F.495, V.1969, D.109, Fl.1-27. Document title: Regjistra statistikore punuar nga ana e ketij Komisioni me te dhena mbi regjistrimet e nxenesve dhe studenteve ne shkollat e te gjithe kategorive me e pa shkeputje nga puna sipas kom. Ekzekutive te rretheve.[Statistical records processed by the Commission on pupils and students in all categories of schools, full-time and part-time. .]",,,,,
"MEPJ, 1969, 395",MEPJ,MPJ,1969,395,98,Mbi simpatine e shfaqur per vendin tone nga studentet universitare te ngritur ne greve.,On the sympathy expressed by the protesting students for our country. ,"MEPJ, F.MPJ, V.1969, D.395, Fl.98. Document title: Mbi simpatine e shfaqur per vendin tone nga studentet universitare te ngritur ne greve.[On the sympathy expressed by the protesting students for our country. .]",,,,,
14str_1969_215_rev_cult_4,AQSH,14-APSTR,1969,215,8-15,Probleme ideologjike te kurseve historiko-letrare te letersive te huaja ne USHT,Ideological problems of the foreign literature in historical literary courses at the State University of Tirana,"AQSH, F.14-APSTR, V.1969, D.215, Fl.8-15. Document title: Probleme ideologjike te kurseve historiko-letrare te letersive te huaja ne USHT[Ideological problems of the foreign literature in historical literary courses at the State University of Tirana.]",,,,,
MPJ 17/3 (0/II-1) 1949,MEPJ,MPJ,1969,17(3),22,Ministria e Puneve te Jashtme e BRSS derguar MPJ: Ne lidhje me shpenzimet e studenteve civile,MFA of Soviet Union to MFA of Albania: On the expenses of civil students,"MEPJ, F.MPJ, V.1969, D.17(3), Fl.22. Document title: Ministria e Puneve te Jashtme e BRSS derguar MPJ: Ne lidhje me shpenzimet e studenteve civile[MFA of Soviet Union to MFA of Albania: On the expenses of civil students.]",,,,,
811/1970/436,AQSH,811 (Mehmet Shehu),1970,436,34,Mbledhje e kryesise se Komisionit Qendror te Arsimit 11.05.1968,"Meeting of the leading group of the Central Commission of Education, 11 May 1968","AQSH, F.811 (Mehmet Shehu), V.1970, D.436, Fl.34. Document title: Mbledhje e kryesise se Komisionit Qendror te Arsimit 11.05.1968[Meeting of the leading group of the Central Commission of Education, 11 May 1968.]",,,,,
811/1970/436,AQSH,811 (Mehmet Shehu),1970,436,43-112,Per zbatimin e detyrave ne lidhje me revolucionarizimin e metejshem te shkolles sone. 11.05.1968 (Fjalim),On the realization of the tasks related to the further revolutionarization of the school.  11 May 1968,"AQSH, F.811 (Mehmet Shehu), V.1970, D.436, Fl.43-112. Document title: Per zbatimin e detyrave ne lidhje me revolucionarizimin e metejshem te shkolles sone. 11.05.1968 (Fjalim)[On the realization of the tasks related to the further revolutionarization of the school.  11 May 1968.]",,,,,
511_1970_166,AQSH,511,1970,166,17,"Instituti i Larte Bujqesor derguar Ministrise se Arsimit, dt. 20.09.1969","Institute of Agriculture to Ministry of Education, 20 September 1969","AQSH, F.511, V.1970, D.166, Fl.17. Document title: Instituti i Larte Bujqesor derguar Ministrise se Arsimit, dt. 20.09.1969[Institute of Agriculture to Ministry of Education, 20 September 1969.]",,,,,
511_1970_5,AQSH,511,1970,5,1-6,Relacion … mbi problemet e arsimit ne Republiken Popullore te Kongos. Nentor-Dhjetor 1970,"Report … on educational issues in the People's Republic of Congo, November - December 1970","AQSH, F.511, V.1970, D.5, Fl.1-6. Document title: Relacion … mbi problemet e arsimit ne Republiken Popullore te Kongos. Nentor-Dhjetor 1970[Report … on educational issues in the People's Republic of Congo, November - December 1970.]",,,,,
"F.14APSTR,V.1970,D.372",AQSH,14-APSTR,1970,372,1-16,"Shkolla e Partise ""V. I. Lenin"" derguar K.Q. PPSH, dt. 9.01.1970","Party School ""V. I. Lenin"" to Central Committee of PPSH, 9 Januar 1970","AQSH, F.14-APSTR, V.1970, D.372, Fl.1-16. Document title: Shkolla e Partise ""V. I. Lenin"" derguar K.Q. PPSH, dt. 9.01.1970[Party School ""V. I. Lenin"" to Central Committee of PPSH, 9 Januar 1970.]",,,,,
"AQSH. Komisioni i Planit te Shtetit, F. 495, D. 82, V. 1971",AQSH,495,1971,182,8-9,Kuadrot qe kane mbaruar shkollat e larta jashte vendit sipas specialiteteve qe nga clirimi deri ne fund te vitit 1971. ,Specialists graduated from higher education institutions abroad according to their specialty from the liberation year to the end of 1971,"AQSH, F.495, V.1971, D.182, Fl.8-9. Document title: Kuadrot qe kane mbaruar shkollat e larta jashte vendit sipas specialiteteve qe nga clirimi deri ne fund te vitit 1971. [Specialists graduated from higher education institutions abroad according to their specialty from the liberation year to the end of 1971.]",,,,,
"MPJ 1971/13, Dt. 22.04.1971, fl. 1, Mehmet Shehu to MPJ.",MEPJ,MPJ,1971,13,1,"M. Shehu derguar Ministrise se Puneve te Jashtme, dt. 22.04.1971","M. Shehu to Ministry of Foreign Affairs, 22.04.1971","MEPJ, F.MPJ, V.1971, D.13, Fl.1. Document title: M. Shehu derguar Ministrise se Puneve te Jashtme, dt. 22.04.1971[M. Shehu to Ministry of Foreign Affairs, 22.04.1971.]",,,,,
